update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,155.58045893831846,13,-0.9661112602492025,0.12504566871547276,-1.3106199502944946,0.2551361322402954,7.353383458646617,6.783655155888461,1.0,54.0,1.0856096148490906,-0.4953584037721157,0.4522983357310295,0.13764396868646145,0.2903560535022152,-0.9661112602492025,0.12504566871547276,-1.3106199502944946,0.2551361322402954
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,160.84573127252244,25,-0.9287573017534756,0.17725626729343363,-1.3037822246551514,0.15404880046844482,11.81547619047619,12.890860494825477,1.0,80.0,1.0631194412708282,-0.6687739342451096,0.19242523424327374,0.059052984695881605,0.15916231861924618,-0.9287573017534756,0.17725626729343363,-1.3037822246551514,0.15404880046844482
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,165.69427610840862,38,-0.9331028909491212,0.1697335493901513,-1.5929216146469116,-0.18847131729125977,13.06711409395973,11.051839064386677,1.0,53.0,1.0261680483818054,-0.7504844292998314,0.07142559811472893,0.0436454089358449,0.13598391337216012,-0.9331028909491212,0.1697335493901513,-1.5929216146469116,-0.18847131729125977
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,163.88731991288836,50,-0.897486522933033,0.22145279664979994,-1.2971841096878052,0.2495107650756836,17.710280373831775,17.657176320757664,1.0,86.0,0.9857037886977196,-0.7465303838253021,-0.02428050187882036,0.03761366056278348,0.15277511701959764,-0.897486522933033,0.22145279664979994,-1.2971841096878052,0.2495107650756836
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,166.19255494635664,63,-0.6854454729021812,0.477974620649785,-1.3473796844482422,0.874735951423645,38.857142857142854,32.509339317450646,2.0,145.0,0.9585213288664818,-0.6176831647753716,-0.11397969350218773,0.04298688191920519,0.1577661025379973,-0.6854454729021812,0.477974620649785,-1.3473796844482422,0.874735951423645
