update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,152.9604608265455,13,-1.011606310476125,0.10183568856071017,-1.3225479125976562,0.4037015736103058,7.607003891050583,6.897049330468134,1.0,52.0,1.085590124130249,-0.5057540945708752,0.4895695485174656,0.14096488989889622,0.19754073787122106,-1.011606310476125,0.10183568856071017,-1.3225479125976562,0.4037015736103058
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,154.33500120612194,26,-1.0288794777639534,0.10890045016415514,-1.58867347240448,-0.010543137788772583,10.869565217391305,10.833941624141785,1.0,75.0,1.0694413632154465,-0.7305037826299667,0.27588558197021484,0.04640845116227865,0.3145862294407178,-1.0288794777639534,0.10890045016415514,-1.58867347240448,-0.010543137788772583
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,155.02498252932747,39,-1.0556670999334705,0.09464203004543906,-1.527034878730774,-0.9944728016853333,14.758064516129032,13.70976280808323,1.0,61.0,1.0317697823047638,-0.8232735469937325,0.1211512703448534,0.017891584895551205,0.1581961064816333,-1.0556670999334705,0.09464203004543906,-1.527034878730774,-0.9944728016853333
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,153.35051726737294,53,-1.0682083812524688,0.20094627376344998,-1.7254047393798828,0.4655855894088745,19.547169811320753,21.07181434795211,1.0,108.0,0.9873699769377708,-0.838957890868187,0.0655009294860065,0.01932332362048328,0.11288320419369455,-1.0682083812524688,0.20094627376344998,-1.7254047393798828,0.4655855894088745
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,153.57866842919347,66,-1.0914349077563537,0.14691412325660697,-1.7263662815093994,-0.9958940744400024,24.75,26.657735620660894,1.0,127.0,0.9761749356985092,-0.8302468284964561,0.025499758310616016,0.011044429731555283,0.08377740567194292,-1.0914349077563537,0.14691412325660697,-1.7263662815093994,-0.9958940744400024
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,154.4753447200213,79,-1.121836673910335,0.2510016891603967,-1.7922282218933105,0.1893540918827057,34.74576271186441,40.092094499632005,1.0,187.0,0.9415195286273956,-0.837403729557991,-0.011102856988145504,0.01578726666048169,0.08949169523894601,-1.121836673910335,0.2510016891603967,-1.7922282218933105,0.1893540918827057
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,144.87474600767527,93,-1.1255830096416786,0.14674662749985626,-1.5997543334960938,-0.9977924823760986,33.131147540983605,30.71469740023606,1.0,125.0,0.9374063462018967,-0.843100905418396,-0.0008412078605033457,0.008655647397972643,0.06007573406618538,-1.1255830096416786,0.14674662749985626,-1.5997543334960938,-0.9977924823760986
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,157.71565245029473,106,-1.272253052941684,0.2669081616059746,-1.9961016178131104,-0.9985801577568054,57.3448275862069,43.99551376977913,2.0,174.0,0.9245202839374542,-0.835490919649601,-0.010655430378392339,0.007912755652796477,0.06140809885283251,-1.272253052941684,0.2669081616059746,-1.9961016178131104,-0.9985801577568054
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,155.89919405129154,120,-1.3116304725408554,0.5244698659522031,-2.669550657272339,0.3798123598098755,74.46428571428571,60.204106494287494,3.0,256.0,0.9052221700549126,-0.8150617331266403,-0.02054476656485349,0.018476896453648806,0.11041277060241263,-1.3116304725408554,0.5244698659522031,-2.669550657272339,0.3798123598098755
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,156.78706420575907,133,-1.3992366445691962,0.39343673226698905,-2.199413299560547,-0.999079167842865,76.89473684210526,63.07547253455232,2.0,191.0,0.9225839525461197,-0.8010750338435173,-0.014739774633198977,0.007888894469942898,0.07627619478337895,-1.3992366445691962,0.39343673226698905,-2.199413299560547,-0.999079167842865
