update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,160.225292129864,12,-1.063533816122471,0.06783654776149758,-1.5299997329711914,-1.0,7.353383458646617,6.783655155888461,1.0,54.0,1.0873134285211563,-0.5383266434073448,0.532955639064312,0.1502776127308607,0.2078107586753186,-1.063533816122471,0.06783654776149758,-1.5299997329711914,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,157.84863266669433,25,-1.0998816271505412,0.12330257584652543,-1.7899994850158691,-1.0,10.988165680473372,12.330262077809266,1.0,80.0,1.0739138573408127,-0.7337802276015282,0.2912672348320484,0.036635851953178644,0.28448202970688985,-1.0998816271505412,0.12330257584652543,-1.7899994850158691,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,158.01397604710627,38,-1.1364963185178103,0.15134231250212216,-2.09999942779541,-1.0,14.64963503649635,15.134236934977196,1.0,111.0,1.0348455607891083,-0.8866690546274185,0.14698048494756222,0.008459469070658088,0.17530096204422943,-1.1364963185178103,0.15134231250212216,-2.09999942779541,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,158.77758648948088,51,-1.2065590837950348,0.198480642399189,-1.979999303817749,-1.0099999904632568,21.655913978494624,19.848076000933613,2.0,99.0,0.9973716214299202,-0.9427604451775551,0.0534454588778317,0.001999890577280894,0.07479132263826971,-1.2065590837950348,0.198480642399189,-1.979999303817749,-1.0099999904632568
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,164.18700212397286,64,-1.2892645913011886,0.27326071411245895,-2.1299991607666016,-1.0099999904632568,29.926470588235293,27.32608976163439,2.0,114.0,1.0095670372247696,-0.9695352390408516,0.02198530756868422,0.0008052992634475231,0.02836430775744475,-1.2892645913011886,0.27326071411245895,-2.1299991607666016,-1.0099999904632568
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,163.66967724627386,76,-1.1840963004583336,0.32871792286507445,-2.029999256134033,0.48000019788742065,24.228915662650603,22.979994076149698,1.0,104.0,1.0454983562231064,-0.948496401309967,-0.013276090496219695,0.030664894147776067,0.11166239755908786,-1.1840963004583336,0.32871792286507445,-2.029999256134033,0.48000019788742065
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,168.15379357357506,88,-1.1651753804139924,0.28831086706398174,-2.0799994468688965,0.7599999904632568,19.271929824561404,22.43950350004226,2.0,109.0,1.045670047402382,-0.964103102684021,0.013965625548735261,0.016633529565297067,0.14902224692705143,-1.1651753804139924,0.28831086706398174,-2.0799994468688965,0.7599999904632568
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,165.55778900302826,101,-1.1859374369184177,0.269697205268467,-1.8299994468688965,0.6600000858306885,21.677083333333332,19.24972661692599,1.0,84.0,1.0195036232471466,-0.9564487934112549,0.010507272731047124,0.016394314472563565,0.07420290558662927,-1.1859374369184177,0.269697205268467,-1.8299994468688965,0.6600000858306885
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,167.57665499350142,113,-1.1919148488247648,0.18214012161558008,-2.239999294281006,-1.0099999904632568,20.19148936170213,18.21402113392065,2.0,125.0,0.9912550523877144,-0.9810878187417984,0.016009228420443833,0.0007334040637942962,0.04176223722700076,-1.1919148488247648,0.18214012161558008,-2.239999294281006,-1.0099999904632568
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,159.8207648012086,126,-1.1968570555959428,0.34758977749814757,-1.9899992942810059,0.48000019788742065,26.4,22.341121598651092,2.0,100.0,0.9987132921814919,-0.9726158678531647,-0.018120214983355254,0.02398919139523059,0.07361889955511436,-1.1968570555959428,0.34758977749814757,-1.9899992942810059,0.48000019788742065
11,22528,162.69915275144263,138,-1.183043383385824,0.27771080367471734,-2.1299991607666016,0.14000052213668823,23.652173913043477,31.993693258478,1.0,214.0,1.0178351700305939,-0.9576616808772087,-0.030348361935466528,0.03145622229203582,0.12859025614995181,-1.183043383385824,0.27771080367471734,-2.1299991607666016,0.14000052213668823
12,24576,165.73096307825594,151,-1.1914284763398109,0.3410934066071077,-1.7299995422363281,0.3500003218650818,27.935064935064936,22.079747823669145,1.0,98.0,1.0023363009095192,-0.9226038306951523,-0.009426684060599655,0.03576193656772375,0.17687196881347778,-1.1914284763398109,0.3410934066071077,-1.7299995422363281,0.3500003218650818
13,26624,168.7684840865531,163,-1.124033573294888,0.2947476152540282,-1.9299993515014648,0.690000057220459,18.445378151260503,18.847774751739152,1.0,126.0,1.012211725115776,-0.9621506780385971,-0.0525987041182816,0.044989594956859946,0.15621049956243424,-1.124033573294888,0.2947476152540282,-1.9299993515014648,0.690000057220459
14,28672,165.46298189293404,175,-1.081590847535567,0.4579869250313539,-1.6599996089935303,0.7000000476837158,22.795454545454547,18.90055259588333,1.0,92.0,0.9431151151657104,-0.877870075404644,-0.051403196761384606,0.07220656704157591,0.28520305172703253,-1.081590847535567,0.4579869250313539,-1.6599996089935303,0.7000000476837158
15,30720,165.64340606085545,188,-0.912087850518279,0.6892335479541253,-1.8399994373321533,0.8400000333786011,22.978021978021978,18.917390116891966,1.0,85.0,0.9228376895189285,-0.7706746235489845,-0.13814618345350027,0.15711941570043564,0.33464904444844407,-0.912087850518279,0.6892335479541253,-1.8399994373321533,0.8400000333786011
16,32768,141.91675638275058,202,-0.7986597504812417,0.7086587397614103,-1.6999995708465576,0.8600000143051147,20.04123711340206,18.299860585223666,1.0,107.0,0.8457667678594589,-0.6263454109430313,-0.15768900141119957,0.1892156694084406,0.46700456096907333,-0.7986597504812417,0.7086587397614103,-1.6999995708465576,0.8600000143051147
17,34816,153.88025620845727,215,-0.7414654827323454,0.7706057436120521,-1.5299997329711914,0.8799999952316284,18.25,15.274429274286238,1.0,97.0,0.7843587324023247,-0.49322040751576424,-0.07020745519548655,0.2382508311420679,0.6132344746546948,-0.7414654827323454,0.7706057436120521,-1.5299997329711914,0.8799999952316284
18,36864,160.57363755595867,228,-0.5425190652599772,0.8798736407330549,-1.499999761581421,0.8799999952316284,16.3206106870229,11.186324240282898,1.0,56.0,0.6729369685053825,-0.4588920511305332,-0.21889454871416092,0.29869868233799934,0.6496802811467541,-0.5425190652599772,0.8798736407330549,-1.499999761581421,0.8799999952316284
19,38912,159.13503746334078,241,-0.3532812353223562,0.9584680985600391,-1.429999828338623,0.9000000357627869,16.015625,9.345774759717623,1.0,44.0,0.5677925050258636,-0.2642496693879366,-0.17708120122551918,0.3391486890614033,0.6394018489976223,-0.3532812353223562,0.9584680985600391,-1.429999828338623,0.9000000357627869
20,40960,156.6281554545733,254,-0.2277685778200134,0.969475005092628,-1.559999704360962,0.9000000357627869,16.33884297520661,9.77478094194169,1.0,57.0,0.5579626187682152,-0.10310110682621598,-0.1579686375334859,0.34814151376485825,0.6812596288267373,-0.2277685778200134,0.969475005092628,-1.559999704360962,0.9000000357627869
21,43008,156.96130309790982,267,-0.1218084750023294,0.9659423343353695,-1.7699995040893555,0.9000000357627869,21.69148936170213,14.933915844903265,1.0,79.0,0.5428287237882614,0.008046304748859257,-0.10316380206495523,0.2824447862803936,0.5734370054552231,-0.1218084750023294,0.9659423343353695,-1.7699995040893555,0.9000000357627869
22,45056,156.59064303808287,280,0.15454546730927746,0.9173328342430894,-1.5799996852874756,0.9000000357627869,20.8989898989899,9.172306749172101,5.0,59.0,0.4779557101428509,0.13723037391901016,-0.16994005348533392,0.29869677871465683,0.8439109512222448,0.15454546730927746,0.9173328342430894,-1.5799996852874756,0.9000000357627869
23,47104,158.55160679064537,293,0.2726829626211306,0.882822567530219,-1.7799994945526123,0.9000000357627869,24.951219512195124,13.71300116501907,8.0,95.0,0.4593169018626213,0.2083391211926937,-0.13524865172803402,0.220816258341074,0.6027635070187997,0.2726829626211306,0.882822567530219,-1.7799994945526123,0.9000000357627869
24,49152,156.7607577569792,306,0.5641584307840555,0.639212494090904,-1.2699999809265137,0.9000000357627869,20.821782178217823,8.92920011230698,5.0,60.0,0.3844008110463619,0.43726498633623123,-0.20522301644086838,0.16287811752408743,0.5999313423761363,0.5641584307840555,0.639212494090904,-1.2699999809265137,0.9000000357627869
25,51200,157.1014893224858,319,0.6658586010788426,0.517466649799857,-1.2699999809265137,0.9000000357627869,20.272727272727273,10.276793688771779,7.0,74.0,0.35516761988401413,0.5605576708912849,-0.15041575022041798,0.10952262859791517,0.5421519411080913,0.6658586010788426,0.517466649799857,-1.2699999809265137,0.9000000357627869
26,53248,155.41888144631633,332,0.6544117781461454,0.5394724553319891,-1.2799999713897705,0.9000000357627869,19.872549019607842,8.3673871675872,11.0,68.0,0.3152717351913452,0.6370117962360382,-0.03465002018492669,0.11560643743723631,0.3283009827560428,0.6544117781461454,0.5394724553319891,-1.2799999713897705,0.9000000357627869
27,55296,156.7920352106119,345,0.7207339602872866,0.4214973443958294,-1.2699999809265137,0.9000000357627869,19.75229357798165,8.741082967044058,9.0,66.0,0.2773266099393368,0.7107346132397652,-0.06435906141996384,0.07121697021648288,0.27872111780015896,0.7207339602872866,0.4214973443958294,-1.2699999809265137,0.9000000357627869
28,57344,156.26678592757213,359,0.7059091020714153,0.4794718630637068,-1.2200000286102295,0.9000000357627869,17.681818181818183,7.267526549573819,5.0,53.0,0.29780222848057747,0.7238136753439903,-0.03215829748660326,0.07479221513494849,0.23925129840833065,0.7059091020714153,0.4794718630637068,-1.2200000286102295,0.9000000357627869
